WES,200,294,10653,1,1,41,73,1,NA, NA, NA, NA,NA, NA, NA, NA,1,163.4,163.4,1,CUM,41,73,30255.3
WES,200,294,12060.4,2,1,62,80,1,2,61,68,1,NA, NA, NA, NA,2,160,312,1.9,CUM,61,68,31261.2
WES,200,294,12564.3,1,1,65,67,1,NA, NA, NA, NA,NA, NA, NA, NA,1,158.5,158.5,1,CUM,65,67,31580.2
WES,200,294,13022,1,1,63,79,1,NA, NA, NA, NA,NA, NA, NA, NA,1,153,153,1,CUM,63,79,31377.6
WES,200,294,14100.7,1,1,49,245,1,NA, NA, NA, NA,NA, NA, NA, NA,1,95.3,95.3,1,WAR,49,245,25530.8
WES,200,294,14280.3,1,1,60,122,1,NA, NA, NA, NA,NA, NA, NA, NA,1,133.1,133.1,1,CAM-1,60,122,30248
WES,200,294,14889.4,1,1,96,181,1,NA, NA, NA, NA,NA, NA, NA, NA,1,92.1,92.1,1,MER-1,96,181,25946.8
WES,200,294,15647.2,1,1,122,198,1,NA, NA, NA, NA,NA, NA, NA, NA,1,74.2,74.2,1,MID-1,122,198,24553.1
WES,200,294,16318.2,3,1,140,203,1,2,102,200,1,3,40,74,1,3,172.5,310.1,1.8,CUM,40,74,37021.6
WES,200,294,16463.1,1,1,113,200,1,NA, NA, NA, NA,NA, NA, NA, NA,1,76.8,76.8,1,MID-1,113,200,25685
WES,200,294,17187.4,1,1,131,241,1,NA, NA, NA, NA,NA, NA, NA, NA,1,52.2,52.2,1,UNI-2,131,241,23451.9
WES,200,294,17522.3,3,1,105,248,1,2,106,181,1,3,42,70,1,3,180.4,316,1.8,CUM,42,70,39171.8
WES,200,294,17829.5,3,1,121,274,1,2,121,261,1,3,102,199,1,3,95.6,182.2,1.9,MER-2,102,199,29301.8
WES,200,294,18100.5,3,1,147,257,1,2,127,254,1,3,116,254,1,3,57.5,144.5,2.5,MOR-1,116,254,25002.5
WES,200,294,18193.1,3,1,121,203,1,2,96,191,1,3,86,142,1,3,118.9,274.1,2.3,BUR-1,86,142,32466.9
WES,200,294,18430.6,3,1,147,243,1,2,109,203,1,3,93,181,1,3,93.6,214.7,2.3,MER-1,93,181,29657.4
WES,200,294,18509.5,3,1,110,228,1,2,118,196,1,3,88,194,1,3,104.8,233.7,2.2,MER-2,88,194,31084.9
WES,200,294,18561.2,3,1,61,142,1,2,84,139,1,3,72,125,1,3,148.6,366.9,2.5,CAM-1,72,125,36388.9
